"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Jon Gray",7500,"Col@Cin 07:10PM ET",0,"Col"
"SP","Jerad Eickhoff",7500,"NYM@Phi 07:05PM ET",22.917,"Phi"
"SP","Jake Peavy",7400,"Ari@SF 10:15PM ET",1.833,"SF"
"SP","Phil Hughes",7400,"Mil@Min 01:10PM ET",17.050,"Min"
"SP","Collin McHugh",7400,"Hou@Tex 08:05PM ET",7.367,"Hou"
"SP","Nick Kingham",7400,"Pit@SD 10:10PM ET",0,"Pit"
"SP","Raisel Iglesias",7400,"Col@Cin 07:10PM ET",14.367,"Cin"
"SP","Jorge De La Rosa",7300,"Col@Cin 07:10PM ET",9.433,"Col"
"SP","Jordan Zimmermann",7300,"Det@KC 07:15PM ET",21.725,"Det"
"SP","Trevor Bauer",7300,"Sea@Cle 06:10PM ET",5.025,"Cle"
"SP","Lucas Giolito",7300,"Was@Mia 07:10PM ET",0,"Was"
"SP","Mike Leake",7200,"ChC@StL 08:15PM ET",8.733,"StL"
"SP","Danny Hultzen",7200,"Sea@Cle 06:10PM ET",0,"Sea"
"SP","Taylor Jungmann",7200,"Mil@Min 01:10PM ET",2.683,"Mil"
"SP","Mike Fiers",7200,"Hou@Tex 08:05PM ET",8.567,"Hou"
"SP","Andrew Heaney",7200,"LAA@CWS 08:10PM ET",15.300,"LAA"
"SP","A.J. Griffin",7200,"Hou@Tex 08:05PM ET",11.875,"Tex"
"SP","Hisashi Iwakuma",7200,"Sea@Cle 06:10PM ET",11.500,"Sea"
"SP","Joe Ross",7200,"Was@Mia 07:10PM ET",25.900,"Was"
"SP","CC Sabathia",7100,"Oak@NYY 07:05PM ET",11.200,"NYY"
"SP","Rich Hill",7100,"Oak@NYY 07:05PM ET",14.550,"Oak"
"SP","Josh Tomlin",7100,"Sea@Cle 06:10PM ET",22.850,"Cle"
"SP","Héctor Santiago",7100,"LAA@CWS 08:10PM ET",22.367,"LAA"
"SP","Chase Anderson",7100,"Mil@Min 01:10PM ET",15.133,"Mil"
"SP","Rubby De La Rosa",7100,"Ari@SF 10:15PM ET",4.000,"Ari"
"SP","Jake Odorizzi",7000,"TB@Bos 07:10PM ET",20.000,"TB"
"SP","Tommy Milone",7000,"Mil@Min 01:10PM ET",7.800,"Min"
"SP","Nathan Eovaldi",7000,"Oak@NYY 07:05PM ET",14.625,"NYY"
"SP","Kyle Gibson",7000,"Mil@Min 01:10PM ET",9.650,"Min"
"SP","Zach Davies",7000,"Mil@Min 01:10PM ET",-11.350,"Mil"
"SP","Colby Lewis",6900,"Hou@Tex 08:05PM ET",15.633,"Tex"
"SP","Mike Minor",6900,"Det@KC 07:15PM ET",0,"KC"
"SP","Anthony DeSclafani",6900,"Col@Cin 07:10PM ET",0,"Cin"
"SP","Taijuan Walker",6900,"Sea@Cle 06:10PM ET",14.300,"Sea"
"RP","Kevin Gausman",6900,"Tor@Bal 07:05PM ET",0,"Bal"
"SP","Charlie Morton",6800,"NYM@Phi 07:05PM ET",15.583,"Phi"
"SP","Ubaldo Jiménez",6800,"Tor@Bal 07:05PM ET",19.100,"Bal"
"SP","Edinson Vólquez",6800,"Det@KC 07:15PM ET",20.383,"KC"
"SP","Homer Bailey",6700,"Col@Cin 07:10PM ET",0,"Cin"
"SP","Jeff Locke",6700,"Pit@SD 10:10PM ET",7.700,"Pit"
"SP","Brett Anderson",6700,"LAD@Atl 07:10PM ET",0,"LAD"
"SP","Chad Bettis",6700,"Col@Cin 07:10PM ET",17.150,"Col"
"SP","Robbie Erlin",6700,"Pit@SD 10:10PM ET",14.083,"SD"
"SP","Ricky Nolasco",6600,"Mil@Min 01:10PM ET",14.550,"Min"
"SP","Matt Cain",6600,"Ari@SF 10:15PM ET",9.800,"SF"
"SP","Jered Weaver",6600,"LAA@CWS 08:10PM ET",7.925,"LAA"
"SP","Jeremy Hellickson",6600,"NYM@Phi 07:05PM ET",14.000,"Phi"
"SP","Martín Pérez",6600,"Hou@Tex 08:05PM ET",9.483,"Tex"
"SP","J.A. Happ",6500,"Tor@Bal 07:05PM ET",17.450,"Tor"
"SP","Tyler Chatwood",6500,"Col@Cin 07:10PM ET",16.567,"Col"
"SP","Jesse Hahn",6500,"Oak@NYY 07:05PM ET",0,"Oak"
"SP","Matt Wisler",6500,"LAD@Atl 07:10PM ET",9.450,"Atl"
"SP","Alex Cobb",6400,"TB@Bos 07:10PM ET",0,"TB"
"SP","Nathan Karns",6400,"Sea@Cle 06:10PM ET",16.150,"Sea"
"SP","Jarrod Parker",6400,"Oak@NYY 07:05PM ET",0,"Oak"
"SP","Matt Moore",6400,"TB@Bos 07:10PM ET",21.083,"TB"
"SP","R.A. Dickey",6300,"Tor@Bal 07:05PM ET",9.400,"Tor"
"SP","Wily Peralta",6300,"Mil@Min 01:10PM ET",1.533,"Mil"
"SP","Wade Miley",6300,"Sea@Cle 06:10PM ET",11.400,"Sea"
"SP","Tom Koehler",6300,"Was@Mia 07:10PM ET",4.350,"Mia"
"RP","Rafael Montero",6300,"NYM@Phi 07:05PM ET",-0.800,"NYM"
"RP","Jesse Chavez",6200,"Tor@Bal 07:05PM ET",4.030,"Tor"
"SP","Jason Vargas",6200,"Det@KC 07:15PM ET",0,"KC"
"SP","Jonathon Niese",6200,"Pit@SD 10:10PM ET",17.700,"Pit"
"SP","Kris Medlen",6200,"Det@KC 07:15PM ET",17.950,"KC"
"SP","John Lamb",6200,"Col@Cin 07:10PM ET",0,"Cin"
"SP","Tanner Roark",6200,"Was@Mia 07:10PM ET",9.617,"Was"
"SP","Manny Bañuelos",6200,"LAD@Atl 07:10PM ET",0,"Atl"
"SP","Adam Conley",6200,"Was@Mia 07:10PM ET",13.175,"Mia"
"SP","Ryan Vogelsong",6100,"Pit@SD 10:10PM ET",10.775,"Pit"
"SP","John Danks",6100,"LAA@CWS 08:10PM ET",7.350,"CWS"
"SP","Matt Garza",6100,"Mil@Min 01:10PM ET",0,"Mil"
"SP","Chris Tillman",6100,"Tor@Bal 07:05PM ET",10.050,"Bal"
"SP","Colin Rea",6100,"Pit@SD 10:10PM ET",4.875,"SD"
"SP","Robert Stephenson",6100,"Col@Cin 07:10PM ET",5.850,"Cin"
"SP","Juan Nicasio",6000,"Pit@SD 10:10PM ET",15.917,"Pit"
"SP","Chris Bassitt",6000,"Oak@NYY 07:05PM ET",14.167,"Oak"
"SP","Alex Wood",6000,"LAD@Atl 07:10PM ET",10.100,"LAD"
"SP","Marco Estrada",5900,"Tor@Bal 07:05PM ET",18.825,"Tor"
"SP","Brett Oberholtzer",5900,"NYM@Phi 07:05PM ET",8.050,"Phi"
"SP","Archie Bradley",5900,"Ari@SF 10:15PM ET",-2.850,"Ari"
"SP","Chris Young",5800,"Det@KC 07:15PM ET",3.517,"KC"
"SP","Yovani Gallardo",5800,"Tor@Bal 07:05PM ET",7.867,"Bal"
"SP","Steven Wright",5800,"TB@Bos 07:10PM ET",17.150,"Bos"
"SP","Joe Kelly",5800,"TB@Bos 07:10PM ET",5.100,"Bos"
"SP","Tyler Cravy",5800,"Mil@Min 01:10PM ET",2.725,"Mil"
"SP","Daniel Norris",5800,"Det@KC 07:15PM ET",0,"Det"
"SP","Scott Feldman",5700,"Hou@Tex 08:05PM ET",11.825,"Hou"
"SP","Jhoulys Chacin",5700,"LAD@Atl 07:10PM ET",21.050,"Atl"
"SP","Mike Bolsinger",5700,"LAD@Atl 07:10PM ET",0,"LAD"
"SP","Williams Pérez",5700,"LAD@Atl 07:10PM ET",3.025,"Atl"
"SP","Dallas Beeler",5700,"ChC@StL 08:15PM ET",0,"ChC"
"SP","Kyle Zimmer",5700,"Det@KC 07:15PM ET",0,"KC"
"SP","Bartolo Colón",5600,"NYM@Phi 07:05PM ET",14.500,"NYM"
"SP","Jarred Cosart",5600,"Was@Mia 07:10PM ET",6.525,"Mia"
"SP","Logan Verrett",5600,"NYM@Phi 07:05PM ET",11.775,"NYM"
"SP","Marco Gonzales",5600,"ChC@StL 08:15PM ET",0,"StL"
"SP","Aarón Sánchez",5500,"Tor@Bal 07:05PM ET",24.267,"Tor"
"SP","Mike Foltynewicz",5500,"LAD@Atl 07:10PM ET",0,"Atl"
"SP","Chase Whitley",5500,"TB@Bos 07:10PM ET",0,"TB"
"3B","Josh Donaldson",5400,"Tor@Bal 07:05PM ET",12.143,"Tor"
"SP","Brandon Workman",5400,"TB@Bos 07:10PM ET",0,"Bos"
"SP","Jordan Lyles",5400,"Col@Cin 07:10PM ET",7.117,"Col"
"RP","Taylor Rogers",5400,"Mil@Min 01:10PM ET",0.900,"Min"
"OF","José Bautista",5300,"Tor@Bal 07:05PM ET",10.071,"Tor"
"SP","Iván Nova",5300,"Oak@NYY 07:05PM ET",3.325,"NYY"
"SP","Drew Pomeranz",5300,"Pit@SD 10:10PM ET",21.475,"SD"
"SP","Henderson Álvarez",5300,"Oak@NYY 07:05PM ET",0,"Oak"
"SP","Matt Shoemaker",5300,"LAA@CWS 08:10PM ET",8.925,"LAA"
"SP","Burch Smith",5300,"TB@Bos 07:10PM ET",0,"TB"
"SP","Erasmo Ramírez",5300,"TB@Bos 07:10PM ET",11.213,"TB"
"OF","Bryce Harper",5300,"Was@Mia 07:10PM ET",14.583,"Was"
"SP","Christian Bergman",5300,"Col@Cin 07:10PM ET",5.600,"Col"
"SP","Felix Doubront",5200,"Oak@NYY 07:05PM ET",0,"Oak"
"SP","Eric Surkamp",5200,"Oak@NYY 07:05PM ET",4.325,"Oak"
"2B","José Altuve",5200,"Hou@Tex 08:05PM ET",13.077,"Hou"
"1B","Edwin Encarnación",5100,"Tor@Bal 07:05PM ET",7.500,"Tor"
"SP","Alfredo Simón",5100,"Col@Cin 07:10PM ET",1.200,"Cin"
"SP","Tyler Matzek",5100,"Col@Cin 07:10PM ET",0,"Col"
"SP","Doug Fister",5000,"Hou@Tex 08:05PM ET",8.200,"Hou"
"RP","David Phelps",5000,"Was@Mia 07:10PM ET",7.617,"Mia"
"OF","Mike Trout",5000,"LAA@CWS 08:10PM ET",6.692,"LAA"
"SP","Mike Wright",5000,"Tor@Bal 07:05PM ET",10.450,"Bal"
"SP","Ross Stripling",5000,"LAD@Atl 07:10PM ET",18.000,"LAD"
"SP","Brandon Finnegan",5000,"Col@Cin 07:10PM ET",18.983,"Cin"
"SP","Kendall Graveman",5000,"Oak@NYY 07:05PM ET",13.750,"Oak"
"SP","Shane Greene",4900,"Det@KC 07:15PM ET",13.075,"Det"
"SP","Cody Anderson",4900,"Sea@Cle 06:10PM ET",6.600,"Cle"
"SP","Nick Tropeano",4900,"LAA@CWS 08:10PM ET",17.500,"LAA"
"OF","Mookie Betts",4900,"TB@Bos 07:10PM ET",8.000,"Bos"
"SP","Mike Pelfrey",4800,"Det@KC 07:15PM ET",3.875,"Det"
"RP","Chris Heston",4800,"Ari@SF 10:15PM ET",0.063,"SF"
"1B","José Abreu",4800,"LAA@CWS 08:10PM ET",6.154,"CWS"
"SS","Trevor Story",4800,"Col@Cin 07:10PM ET",14.308,"Col"
"OF","Carlos González",4700,"Col@Cin 07:10PM ET",11.462,"Col"
"RP","Danny Duffy",4700,"Det@KC 07:15PM ET",3.370,"KC"
"SP","Vance Worley",4700,"Tor@Bal 07:05PM ET",14.500,"Bal"
"3B","Nolan Arenado",4700,"Col@Cin 07:10PM ET",12.308,"Col"
"SP","Jon Moscot",4700,"Col@Cin 07:10PM ET",5.950,"Cin"
"OF","Shin-soo Choo",4600,"Hou@Tex 08:05PM ET",5.333,"Tex"
"OF","Andrew McCutchen",4600,"Pit@SD 10:10PM ET",7.769,"Pit"
"1B","Chris Davis",4600,"Tor@Bal 07:05PM ET",11.636,"Bal"
"RP","Tyler Lyons",4600,"ChC@StL 08:15PM ET",2.560,"StL"
"OF","George Springer",4600,"Hou@Tex 08:05PM ET",8.538,"Hou"
"RP","Dylan Bundy",4600,"Tor@Bal 07:05PM ET",1.383,"Bal"
"SS","Carlos Correa",4600,"Hou@Tex 08:05PM ET",8.917,"Hou"
"SP","Jeremy Guthrie",4500,"Hou@Tex 08:05PM ET",0,"Tex"
"1B","Prince Fielder",4500,"Hou@Tex 08:05PM ET",5.308,"Tex"
"1B","Ryan Zimmerman",4500,"Was@Mia 07:10PM ET",6.556,"Was"
"RP","Chris Rusin",4500,"Col@Cin 07:10PM ET",5.925,"Col"
"1B","Paul Goldschmidt",4500,"Ari@SF 10:15PM ET",9.385,"Ari"
"3B/SS","Manny Machado",4500,"Tor@Bal 07:05PM ET",11.818,"Bal"
"SP","Michael Lorenzen",4500,"Col@Cin 07:10PM ET",0,"Cin"
"SP","Matt Harrison",4400,"NYM@Phi 07:05PM ET",0,"Phi"
"1B","Eric Hosmer",4400,"Det@KC 07:15PM ET",7.417,"KC"
"OF","Starling Marte",4400,"Pit@SD 10:10PM ET",10.077,"Pit"
"OF","Adam Eaton",4400,"LAA@CWS 08:10PM ET",6.500,"CWS"
"OF","Jayson Werth",4300,"Was@Mia 07:10PM ET",5.727,"Was"
"OF","Lorenzo Cain",4300,"Det@KC 07:15PM ET",7.583,"KC"
"SS","Troy Tulowitzki",4300,"Tor@Bal 07:05PM ET",4.786,"Tor"
"OF","Jacoby Ellsbury",4300,"Oak@NYY 07:05PM ET",7.545,"NYY"
"OF","Charlie Blackmon",4300,"Col@Cin 07:10PM ET",6.375,"Col"
"SP","Tim Melville",4300,"Col@Cin 07:10PM ET",2.175,"Cin"
"SP","Sean Nolin",4300,"Mil@Min 01:10PM ET",0,"Mil"
"3B","Eugenio Suárez",4300,"Col@Cin 07:10PM ET",10.385,"Cin"
"RP","Chris Devenski",4300,"Hou@Tex 08:05PM ET",8.733,"Hou"
"SP","Nick Martínez",4300,"Hou@Tex 08:05PM ET",0,"Tex"
"1B","David Ortiz",4200,"TB@Bos 07:10PM ET",10.636,"Bos"
"3B","Adrián Béltre",4200,"Hou@Tex 08:05PM ET",8.308,"Tex"
"SS","José Reyes",4200,"Col@Cin 07:10PM ET",0,"Col"
"OF","Matt Kemp",4200,"Pit@SD 10:10PM ET",8.750,"SD"
"OF","Dexter Fowler",4200,"ChC@StL 08:15PM ET",11.692,"ChC"
"OF","Justin Upton",4200,"Det@KC 07:15PM ET",6.091,"Det"
"RP","Dillon Gee",4200,"Det@KC 07:15PM ET",5.225,"KC"
"3B","Todd Frazier",4200,"LAA@CWS 08:10PM ET",5.615,"CWS"
"C","Eric Fryer",4200,"ChC@StL 08:15PM ET",8.500,"StL"
"OF","Giancarlo Stanton",4200,"Was@Mia 07:10PM ET",9.182,"Mia"
"1B","Anthony Rizzo",4200,"ChC@StL 08:15PM ET",9.000,"ChC"
"OF","Aaron Hicks",4200,"Oak@NYY 07:05PM ET",0.900,"NYY"
"RP","Brandon Maurer",4200,"Pit@SD 10:10PM ET",2.490,"SD"
"2B","Brian Dozier",4200,"Mil@Min 01:10PM ET",6.000,"Min"
"OF","Grégory Polanco",4200,"Pit@SD 10:10PM ET",8.846,"Pit"
"OF","Miguel Sano",4200,"Mil@Min 01:10PM ET",5.000,"Min"
"1B","Tyler White",4200,"Hou@Tex 08:05PM ET",9.308,"Hou"
"1B/3B","Álex Rodríguez",4100,"Oak@NYY 07:05PM ET",6.556,"NYY"
"1B","Albert Pujols",4100,"LAA@CWS 08:10PM ET",6.769,"LAA"
"1B","Mark Teixeira",4100,"Oak@NYY 07:05PM ET",8.636,"NYY"
"SP","Gavin Floyd",4100,"Tor@Bal 07:05PM ET",3.488,"Tor"
"OF","A.J. Pollock",4100,"Ari@SF 10:15PM ET",0,"Ari"
"3B","Matt Carpenter",4100,"ChC@StL 08:15PM ET",9.923,"StL"
"RP","Tyler Wilson",4100,"Tor@Bal 07:05PM ET",8.550,"Bal"
"3B","Kris Bryant",4100,"ChC@StL 08:15PM ET",7.769,"ChC"
"2B","Devon Travis",4100,"Tor@Bal 07:05PM ET",0,"Tor"
"OF","Yoenis Céspedes",4100,"NYM@Phi 07:05PM ET",9.417,"NYM"
"RP","Joe Nathan",4000,"Det@KC 07:15PM ET",0,"Det"
"RP","Buddy Carlyle",4000,"NYM@Phi 07:05PM ET",0,"NYM"
"SP","Johan Santana",4000,"Tor@Bal 07:05PM ET",0,"Tor"
"RP","Jason Grilli",4000,"LAD@Atl 07:10PM ET",3.300,"Atl"
"SP","Jason Marquis",4000,"Col@Cin 07:10PM ET",0,"Cin"
"RP","Joaquín Benoit",4000,"Sea@Cle 06:10PM ET",3.738,"Sea"
"SP","Josh Beckett",4000,"LAD@Atl 07:10PM ET",0,"LAD"
"RP","Rafael Soriano",4000,"Tor@Bal 07:05PM ET",0,"Tor"
"RP","Fernando Rodney",4000,"Pit@SD 10:10PM ET",4.038,"SD"
"RP","Oliver Pérez",4000,"Was@Mia 07:10PM ET",2.600,"Was"
"SP","Cliff Lee",4000,"NYM@Phi 07:05PM ET",0,"Phi"
"RP","Francisco Rodríguez",4000,"Det@KC 07:15PM ET",0.967,"Det"
"RP","Ryan Madson",4000,"Oak@NYY 07:05PM ET",2.707,"Oak"
"RP","Sean Burnett",4000,"LAA@CWS 08:10PM ET",0,"LAA"
"RP","Javier López",4000,"Ari@SF 10:15PM ET",-0.779,"SF"
"RP","Chris Capuano",4000,"Mil@Min 01:10PM ET",2.400,"Mil"
"RP","Scott Rice",4000,"NYM@Phi 07:05PM ET",0,"NYM"
"RP","Jason Frasor",4000,"LAD@Atl 07:10PM ET",0,"Atl"
"RP","Blaine Boyer",4000,"Mil@Min 01:10PM ET",0.280,"Mil"
"SP","Chien-Ming Wang",4000,"Det@KC 07:15PM ET",5.250,"KC"
"RP","Joel Hanrahan",4000,"Det@KC 07:15PM ET",0,"Det"
"SP","Chris Narveson",4000,"Was@Mia 07:10PM ET",1.900,"Mia"
"RP","Joel Peralta",4000,"Sea@Cle 06:10PM ET",2.690,"Sea"
"RP","Chad Qualls",4000,"Col@Cin 07:10PM ET",0.033,"Col"
"2B","Robinson Canó",4000,"Sea@Cle 06:10PM ET",9.333,"Sea"
"RP","Santiago Casilla",4000,"Ari@SF 10:15PM ET",2.733,"SF"
"SP","Edwin Jackson",4000,"Was@Mia 07:10PM ET",1.513,"Mia"
"RP","Brandon League",4000,"LAD@Atl 07:10PM ET",0,"LAD"
"RP","Jim Johnson",4000,"LAD@Atl 07:10PM ET",1.943,"Atl"
"1B","Joey Votto",4000,"Col@Cin 07:10PM ET",5.923,"Cin"
"RP","Craig Breslow",4000,"Was@Mia 07:10PM ET",3.617,"Mia"
"RP","Joe Blanton",4000,"LAD@Atl 07:10PM ET",3.300,"LAD"
"RP","Kevin Jepsen",4000,"Mil@Min 01:10PM ET",2.325,"Min"
"RP","Matt Albers",4000,"LAA@CWS 08:10PM ET",3.692,"CWS"
"RP","Zach Duke",4000,"LAA@CWS 08:10PM ET",1.250,"CWS"
"RP","Sergio Santos",4000,"Oak@NYY 07:05PM ET",0,"NYY"
"RP","Jonathan Broxton",4000,"ChC@StL 08:15PM ET",3.110,"StL"
"RP","Jesse Crain",4000,"LAA@CWS 08:10PM ET",0,"CWS"
"RP","Pat Neshek",4000,"Hou@Tex 08:05PM ET",3.092,"Hou"
"RP","Carlos Villanueva",4000,"Pit@SD 10:10PM ET",3.533,"SD"
"RP","Jumbo Diaz",4000,"Col@Cin 07:10PM ET",1.050,"Cin"
"SP","Josh Johnson",4000,"Pit@SD 10:10PM ET",0,"SD"
"RP","Joakim Soria",4000,"Det@KC 07:15PM ET",2.543,"KC"
"RP","Tom Wilhelmsen",4000,"Hou@Tex 08:05PM ET",-3.320,"Tex"
"RP","Dana Eveland",4000,"TB@Bos 07:10PM ET",2.833,"TB"
"RP","Matt Belisle",4000,"Was@Mia 07:10PM ET",1.438,"Was"
"1B","Miguel Cabrera",4000,"Det@KC 07:15PM ET",7.273,"Det"
"RP","Sean Marshall",4000,"Col@Cin 07:10PM ET",0,"Cin"
"RP","Jason Motte",4000,"Col@Cin 07:10PM ET",0,"Col"
"RP","Jonathan Papelbon",4000,"Was@Mia 07:10PM ET",1.658,"Was"
"RP","Jim Henderson",4000,"NYM@Phi 07:05PM ET",2.825,"NYM"
"RP","Brad Ziegler",4000,"Ari@SF 10:15PM ET",3.286,"Ari"
"RP","Logan Kensing",4000,"Det@KC 07:15PM ET",1.500,"Det"
"SP","James McDonald",4000,"ChC@StL 08:15PM ET",0,"ChC"
"RP","Matt Thornton",4000,"Pit@SD 10:10PM ET",0,"SD"
"SP","Chad Billingsley",4000,"NYM@Phi 07:05PM ET",0,"Phi"
"RP","Darin Downs",4000,"Hou@Tex 08:05PM ET",0,"Hou"
"RP","Eric O'Flaherty",4000,"LAD@Atl 07:10PM ET",-0.071,"Atl"
"RP","Tyler Clippard",4000,"Ari@SF 10:15PM ET",5.370,"Ari"
"RP","Pedro Strop",4000,"ChC@StL 08:15PM ET",3.467,"ChC"
"SP","Felipe Paulino",4000,"TB@Bos 07:10PM ET",0,"Bos"
"RP","Yusmeiro Petit",4000,"Was@Mia 07:10PM ET",2.250,"Was"
"RP","Boone Logan",4000,"Col@Cin 07:10PM ET",2.686,"Col"
"RP","Alexi Ogando",4000,"LAD@Atl 07:10PM ET",3.060,"Atl"
"RP","Fernando Rodríguez",4000,"Oak@NYY 07:05PM ET",5.280,"Oak"
"OF","Adam Jones",4000,"Tor@Bal 07:05PM ET",5.429,"Bal"
"RP","Jake McGee",4000,"Col@Cin 07:10PM ET",2.000,"Col"
"RP","Carlos Torres",4000,"Mil@Min 01:10PM ET",1.280,"Mil"
"RP","Jerry Blevins",4000,"NYM@Phi 07:05PM ET",2.633,"NYM"
