"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"1B/C","Buster Posey",4800,"SF@Col 08:40PM ET",10.000,"SF"
"2B","José Altuve",4800,"KC@Hou 08:10PM ET",13.000,"Hou"
"SP","Mike Wright",4800,"Bal@Bos 07:10PM ET",0,"Bal"
"RP","Dylan Bundy",4800,"Bal@Bos 07:10PM ET",1.650,"Bal"
"SS","Carlos Correa",4800,"KC@Hou 08:10PM ET",13.286,"Hou"
"SP","Jeremy Guthrie",4700,"Tex@Sea 10:10PM ET",0,"Tex"
"OF","Nelson Cruz",4700,"Tex@Sea 10:10PM ET",10.000,"Sea"
"OF","Denard Span",4700,"SF@Col 08:40PM ET",7.143,"SF"
"1B","Brandon Belt",4700,"SF@Col 08:40PM ET",8.571,"SF"
"OF","Mookie Betts",4700,"Bal@Bos 07:10PM ET",9.500,"Bos"
"SS","José Reyes",4600,"SF@Col 08:40PM ET",0,"Col"
"SP","Gavin Floyd",4600,"NYY@Tor 07:07PM ET",4.025,"Tor"
"OF","Carlos González",4600,"SF@Col 08:40PM ET",12.333,"Col"
"OF","Jacoby Ellsbury",4600,"NYY@Tor 07:07PM ET",8.600,"NYY"
"3B","Josh Donaldson",4600,"NYY@Tor 07:07PM ET",13.571,"Tor"
"SP","Mike Montgomery",4600,"Tex@Sea 10:10PM ET",3.483,"Sea"
"OF","Charlie Blackmon",4600,"SF@Col 08:40PM ET",4.833,"Col"
"RP","Brandon Maurer",4600,"SD@Phi 07:05PM ET",2.583,"SD"
"1B","Albert Pujols",4500,"LAA@Oak 10:05PM ET",3.857,"LAA"
"1B","Edwin Encarnación",4500,"NYY@Tor 07:07PM ET",6.000,"Tor"
"OF","José Bautista",4500,"NYY@Tor 07:07PM ET",10.429,"Tor"
"OF","Hanley Ramírez",4500,"Bal@Bos 07:10PM ET",11.500,"Bos"
"SP","Matt Harrison",4500,"SD@Phi 07:05PM ET",0,"Phi"
"OF","Carlos Gómez",4500,"KC@Hou 08:10PM ET",3.286,"Hou"
"1B/OF","Chris Davis",4500,"Bal@Bos 07:10PM ET",12.000,"Bal"
"3B","Manny Machado",4500,"Bal@Bos 07:10PM ET",14.000,"Bal"
"RP","Chris Devenski",4500,"KC@Hou 08:10PM ET",14.150,"Hou"
"1B/3B","Tyler White",4500,"KC@Hou 08:10PM ET",13.286,"Hou"
"3B","Adrián Béltre",4400,"Tex@Sea 10:10PM ET",7.250,"Tex"
"1B","Mark Teixeira",4400,"NYY@Tor 07:07PM ET",11.400,"NYY"
"OF","Matt Kemp",4400,"SD@Phi 07:05PM ET",10.857,"SD"
"2B","Dustin Pedroia",4400,"Bal@Bos 07:10PM ET",7.500,"Bos"
"OF","Lorenzo Cain",4400,"KC@Hou 08:10PM ET",7.000,"KC"
"2B","Dee Gordon",4400,"Mia@NYM 07:10PM ET",12.600,"Mia"
"3B","Matt Duffy",4400,"SF@Col 08:40PM ET",8.429,"SF"
"RP","Carlos Villanueva",4300,"SD@Phi 07:05PM ET",5.500,"SD"
"RP","Yusmeiro Petit",4300,"Atl@Was 07:05PM ET",1.300,"Was"
"RP","Alexi Ogando",4300,"Atl@Was 07:05PM ET",2.317,"Atl"
"RP","Samuel Deduno",4300,"Bal@Bos 07:10PM ET",0,"Bal"
"OF","Brett Gardner",4300,"NYY@Tor 07:07PM ET",7.000,"NYY"
"RP","Craig Stammen",4300,"Cle@TB 07:10PM ET",0,"Cle"
"RP","Andrew Miller",4300,"NYY@Tor 07:07PM ET",5.650,"NYY"
"RP","Dellin Betances",4300,"NYY@Tor 07:07PM ET",5.200,"NYY"
"SP","Ross Detwiler",4300,"Cle@TB 07:10PM ET",-0.775,"Cle"
"SP","Dillon Gee",4300,"KC@Hou 08:10PM ET",8.100,"KC"
"RP","Liam Hendriks",4300,"LAA@Oak 10:05PM ET",1.783,"Oak"
"RP","Arnold León",4300,"NYY@Tor 07:07PM ET",1.425,"Tor"
"1B","Eric Hosmer",4300,"KC@Hou 08:10PM ET",6.667,"KC"
"SP","Jordan Lyles",4300,"SF@Col 08:40PM ET",-1.100,"Col"
"SP","Brad Hand",4300,"SD@Phi 07:05PM ET",2.875,"SD"
"RP","Craig Kimbrel",4300,"Bal@Bos 07:10PM ET",2.783,"Bos"
"SP","Chris Rusin",4300,"SF@Col 08:40PM ET",-3.400,"Col"
"2B/3B","Anthony Rendón",4300,"Atl@Was 07:05PM ET",6.600,"Was"
"SP","Chris Heston",4300,"SF@Col 08:40PM ET",8.250,"SF"
"SP","Tyler Matzek",4300,"SF@Col 08:40PM ET",0,"Col"
"RP","Mychal Givens",4300,"Bal@Bos 07:10PM ET",4.088,"Bal"
"RP","Buddy Baumann",4300,"SD@Phi 07:05PM ET",0,"SD"
"RP","Bryan Mitchell",4300,"NYY@Tor 07:07PM ET",0,"NYY"
"RP","Vidal Nuño",4300,"Tex@Sea 10:10PM ET",1.050,"Sea"
"RP","Luis Cessa",4300,"NYY@Tor 07:07PM ET",5.300,"NYY"
"RP","Aroldis Chapman",4300,"NYY@Tor 07:07PM ET",0,"NYY"
"SP","Tyler Wilson",4300,"Bal@Bos 07:10PM ET",7.550,"Bal"
"RP","Logan Verrett",4300,"Mia@NYM 07:10PM ET",1.050,"NYM"
"OF","Kole Calhoun",4300,"LAA@Oak 10:05PM ET",4.714,"LAA"
"SP","Jesse Biddle",4300,"Atl@Was 07:05PM ET",0,"Atl"
"RP","Johnny Barbato",4300,"NYY@Tor 07:07PM ET",7.025,"NYY"
"RP","Cody Allen",4300,"Cle@TB 07:10PM ET",4.250,"Cle"
"2B","Joe Panik",4300,"SF@Col 08:40PM ET",9.000,"SF"
"RP","Carter Capps",4300,"Mia@NYM 07:10PM ET",0,"Mia"
"RP","Andrew Faulkner",4300,"Tex@Sea 10:10PM ET",0.333,"Tex"
"RP","Phil Klein",4300,"Tex@Sea 10:10PM ET",4.250,"Tex"
"RP","Buddy Carlyle",4200,"Mia@NYM 07:10PM ET",0,"NYM"
"RP","Jason Grilli",4200,"Atl@Was 07:05PM ET",1.467,"Atl"
"RP","Joaquín Benoit",4200,"Tex@Sea 10:10PM ET",4.233,"Sea"
"OF","Jayson Werth",4200,"Atl@Was 07:05PM ET",3.400,"Was"
"SP","Chien-Ming Wang",4200,"KC@Hou 08:10PM ET",5.250,"KC"
"2B","Robinson Canó",4200,"Tex@Sea 10:10PM ET",10.571,"Sea"
"SP","Edwin Jackson",4200,"Mia@NYM 07:10PM ET",2.533,"Mia"
"RP","Tom Wilhelmsen",4200,"Tex@Sea 10:10PM ET",-3.533,"Tex"
"RP","Dana Eveland",4200,"Cle@TB 07:10PM ET",4.025,"TB"
"RP","Fernando Rodríguez",4200,"LAA@Oak 10:05PM ET",5.967,"Oak"
"OF","Adam Jones",4200,"Bal@Bos 07:10PM ET",4.000,"Bal"
"RP","Wade Davis",4200,"KC@Hou 08:10PM ET",5.450,"KC"
"RP","David Hernández",4200,"SD@Phi 07:05PM ET",1.400,"Phi"
"RP","Luke Hochevar",4200,"KC@Hou 08:10PM ET",2.088,"KC"
"RP","Ryan Buchter",4200,"SD@Phi 07:05PM ET",3.000,"SD"
"RP","Darren O'Day",4200,"Bal@Bos 07:10PM ET",5.500,"Bal"
"RP","Cory Rasmus",4200,"LAA@Oak 10:05PM ET",-0.275,"LAA"
"RP","Zach Britton",4200,"Bal@Bos 07:10PM ET",4.500,"Bal"
"RP","Zach McAllister",4200,"Cle@TB 07:10PM ET",4.950,"Cle"
"RP","David Carpenter",4200,"Cle@TB 07:10PM ET",0,"TB"
"2B/3B","Daniel Murphy",4200,"Atl@Was 07:05PM ET",16.000,"Was"
"RP","Jon Edwards",4200,"SD@Phi 07:05PM ET",0,"SD"
"RP","Sam Dyson",4200,"Tex@Sea 10:10PM ET",2.538,"Tex"
"RP","Brad Boxberger",4200,"Cle@TB 07:10PM ET",0,"TB"
"RP","Antonio Bastardo",4200,"Mia@NYM 07:10PM ET",3.300,"NYM"
"RP","Dan Otero",4200,"Cle@TB 07:10PM ET",1.650,"Cle"
"RP","Brett Cecil",4200,"NYY@Tor 07:07PM ET",1.367,"Tor"
"RP","Shawn Kelley",4200,"Atl@Was 07:05PM ET",1.717,"Was"
"RP","Tommy Hunter",4200,"Cle@TB 07:10PM ET",0,"Cle"
"RP","Josh Fields",4200,"KC@Hou 08:10PM ET",1.888,"Hou"
"RP","Chris Withrow",4200,"Atl@Was 07:05PM ET",-2.900,"Atl"
"RP","Sean Doolittle",4200,"LAA@Oak 10:05PM ET",3.813,"Oak"
"RP","T.J. McFarland",4200,"Bal@Bos 07:10PM ET",3.225,"Bal"
"RP","Evan Scribner",4200,"Tex@Sea 10:10PM ET",0,"Sea"
"RP","Jake Diekman",4200,"Tex@Sea 10:10PM ET",2.580,"Tex"
"RP","José Álvarez",4200,"LAA@Oak 10:05PM ET",3.575,"LAA"
"SS","Brandon Crawford",4200,"SF@Col 08:40PM ET",8.000,"SF"
"RP","Nick Vincent",4200,"Tex@Sea 10:10PM ET",6.050,"Sea"
"RP","Danny Farquhar",4200,"Cle@TB 07:10PM ET",4.650,"TB"
"RP","Brad Brach",4200,"Bal@Bos 07:10PM ET",6.440,"Bal"
"RP","Aaron Barrett",4200,"Atl@Was 07:05PM ET",0,"Was"
"RP","Kelvin Herrera",4200,"KC@Hou 08:10PM ET",3.917,"KC"
"RP","Arodys Vizcaíno",4200,"Atl@Was 07:05PM ET",2.900,"Atl"
"RP","Jeurys Familia",4200,"Mia@NYM 07:10PM ET",2.783,"NYM"
"RP","Steve Geltz",4200,"Cle@TB 07:10PM ET",2.575,"TB"
"RP","Koji Uehara",4200,"Bal@Bos 07:10PM ET",4.100,"Bos"
"3B","Kyle Seager",4200,"Tex@Sea 10:10PM ET",8.286,"Sea"
"RP","A.J. Ramos",4200,"Mia@NYM 07:10PM ET",2.050,"Mia"
"RP","Ken Giles",4200,"KC@Hou 08:10PM ET",2.067,"Hou"
"RP","Enny Romero",4200,"Cle@TB 07:10PM ET",4.500,"TB"
"RP","José Ramírez",4200,"Atl@Was 07:05PM ET",-1.633,"Atl"
"RP","Felipe Rivero",4200,"Atl@Was 07:05PM ET",3.233,"Was"
"RP","Hansel Robles",4200,"Mia@NYM 07:10PM ET",4.017,"NYM"
"RP","Matt Barnes",4200,"Bal@Bos 07:10PM ET",4.617,"Bos"
"RP","Shawn Tolleson",4200,"Tex@Sea 10:10PM ET",-1.425,"Tex"
"RP","Luke Jackson",4200,"Tex@Sea 10:10PM ET",0,"Tex"
"RP","Michael Mariot",4200,"SD@Phi 07:05PM ET",0,"Phi"
"RP","Chasen Shreve",4200,"NYY@Tor 07:07PM ET",4.467,"NYY"
"RP","Blake Treinen",4200,"Atl@Was 07:05PM ET",4.267,"Was"
"RP","Christian Bergman",4200,"SF@Col 08:40PM ET",-0.725,"Col"
"RP","Dan Winkler",4200,"Atl@Was 07:05PM ET",4.217,"Atl"
"SS","Xander Bogaerts",4200,"Bal@Bos 07:10PM ET",7.667,"Bos"
"RP","Tony Zych",4200,"Tex@Sea 10:10PM ET",8.283,"Sea"
"SP","Tyler Anderson",4200,"SF@Col 08:40PM ET",0,"Col"
"RP","Roberto Osuna",4200,"NYY@Tor 07:07PM ET",4.950,"Tor"
"RP","Carson Smith",4200,"Bal@Bos 07:10PM ET",0,"Bos"
"RP","Kevin Quackenbush",4200,"SD@Phi 07:05PM ET",4.075,"SD"
"RP","Joe Biagini",4200,"NYY@Tor 07:07PM ET",3.650,"Tor"
"RP","Keone Kela",4200,"Tex@Sea 10:10PM ET",3.163,"Tex"
"RP","Raudel Lazo",4200,"Mia@NYM 07:10PM ET",0,"Mia"
"RP","Shae Simmons",4200,"Atl@Was 07:05PM ET",0,"Atl"
"RP","Ryan Dull",4200,"LAA@Oak 10:05PM ET",4.380,"Oak"
"RP","Dalier Hinojosa",4200,"SD@Phi 07:05PM ET",0.513,"Phi"
"RP","Fernando Rodney",4100,"SD@Phi 07:05PM ET",3.650,"SD"
"RP","Oliver Pérez",4100,"Atl@Was 07:05PM ET",3.825,"Was"
"RP","Ryan Madson",4100,"LAA@Oak 10:05PM ET",3.950,"Oak"
"1B","Prince Fielder",4100,"Tex@Sea 10:10PM ET",7.125,"Tex"
"RP","Joakim Soria",4100,"KC@Hou 08:10PM ET",3.267,"KC"
"RP","Jonathan Papelbon",4100,"Atl@Was 07:05PM ET",3.150,"Was"
"RP","Jerry Blevins",4100,"Mia@NYM 07:10PM ET",2.467,"NYM"
"RP","Franklin Morales",4100,"NYY@Tor 07:07PM ET",0.750,"Tor"
"RP","Huston Street",4100,"LAA@Oak 10:05PM ET",3.875,"LAA"
"RP","Tony Sipp",4100,"KC@Hou 08:10PM ET",0.850,"Hou"
"RP","Xavier Cedeño",4100,"Cle@TB 07:10PM ET",2.250,"TB"
"RP","Mike Dunn",4100,"Mia@NYM 07:10PM ET",0,"Mia"
"OF","Michael Brantley",4100,"Cle@TB 07:10PM ET",0,"Cle"
"RP","Anthony Varvaro",4100,"Bal@Bos 07:10PM ET",0,"Bos"
"RP","Adam Ottavino",4100,"SF@Col 08:40PM ET",0,"Col"
"RP","Will Harris",4100,"KC@Hou 08:10PM ET",3.233,"Hou"
"RP","Tony Barnette",4100,"Tex@Sea 10:10PM ET",0.400,"Tex"
"RP","Jeff Manship",4100,"Cle@TB 07:10PM ET",0.975,"Cle"
"RP","Luke Gregerson",4100,"KC@Hou 08:10PM ET",3.650,"Hou"
"RP","Fernando Salas",4100,"LAA@Oak 10:05PM ET",3.090,"LAA"
"RP","John Axford",4100,"LAA@Oak 10:05PM ET",3.000,"Oak"
"RP","Steve Cishek",4100,"Tex@Sea 10:10PM ET",1.650,"Sea"
"RP","Charlie Furbush",4100,"Tex@Sea 10:10PM ET",0,"Sea"
"RP","Tommy Layne",4100,"Bal@Bos 07:10PM ET",0,"Bos"
"RP","Robbie Ross Jr.",4100,"Bal@Bos 07:10PM ET",5.000,"Bos"
"OF","Billy Burns",4100,"LAA@Oak 10:05PM ET",4.400,"Oak"
"RP","Bryan Shaw",4100,"Cle@TB 07:10PM ET",-3.925,"Cle"
"SP","Álex Colomé",4100,"Cle@TB 07:10PM ET",8.100,"TB"
"RP","Bo Schultz",4100,"NYY@Tor 07:07PM ET",0,"Tor"
"RP","Junichi Tazawa",4100,"Bal@Bos 07:10PM ET",3.425,"Bos"
"RP","Drew Storen",4100,"NYY@Tor 07:07PM ET",0.750,"Tor"
"1B/OF","Wil Myers",4100,"SD@Phi 07:05PM ET",8.429,"SD"
"RP","Mario Hollands",4100,"SD@Phi 07:05PM ET",0,"Phi"
"RP","Mike Morin",4100,"LAA@Oak 10:05PM ET",1.663,"LAA"
"RP","Josh Edgin",4100,"Mia@NYM 07:10PM ET",0,"NYM"
"RP","Addison Reed",4100,"Mia@NYM 07:10PM ET",4.150,"NYM"
"3B","Maikel Franco",4100,"SD@Phi 07:05PM ET",8.333,"Phi"
"OF","Evan Gattis",4100,"KC@Hou 08:10PM ET",0,"Hou"
"RP","A.J. Achter",4100,"LAA@Oak 10:05PM ET",4.250,"LAA"
"RP","Héctor Neris",4100,"SD@Phi 07:05PM ET",4.488,"Phi"
"OF","Yoenis Céspedes",4100,"Mia@NYM 07:10PM ET",7.500,"NYM"
"1B/3B","Álex Rodríguez",4000,"NYY@Tor 07:07PM ET",9.750,"NYY"
"SP","Johan Santana",4000,"NYY@Tor 07:07PM ET",0,"Tor"
"RP","Rafael Soriano",4000,"NYY@Tor 07:07PM ET",0,"Tor"
"SP","Cliff Lee",4000,"SD@Phi 07:05PM ET",0,"Phi"
"RP","Sean Burnett",4000,"LAA@Oak 10:05PM ET",0,"LAA"
"RP","Javier López",4000,"SF@Col 08:40PM ET",-0.013,"SF"
"RP","Scott Rice",4000,"Mia@NYM 07:10PM ET",0,"NYM"
"RP","Jason Frasor",4000,"Atl@Was 07:05PM ET",0,"Atl"
"SP","Chris Narveson",4000,"Mia@NYM 07:10PM ET",2.233,"Mia"
"RP","Joel Peralta",4000,"Tex@Sea 10:10PM ET",3.183,"Sea"
"RP","Dustin McGowan",4000,"Mia@NYM 07:10PM ET",2.125,"Mia"
"OF","Shin-soo Choo",4000,"Tex@Sea 10:10PM ET",5.333,"Tex"
"OF","Ángel Pagán",4000,"SF@Col 08:40PM ET",10.429,"SF"
"RP","Chad Qualls",4000,"SF@Col 08:40PM ET",-0.467,"Col"
"RP","Santiago Casilla",4000,"SF@Col 08:40PM ET",3.275,"SF"
"RP","Jim Johnson",4000,"Atl@Was 07:05PM ET",1.717,"Atl"
"RP","Craig Breslow",4000,"Mia@NYM 07:10PM ET",2.833,"Mia"
"RP","Sergio Santos",4000,"NYY@Tor 07:07PM ET",0,"NYY"
"RP","Pat Neshek",4000,"KC@Hou 08:10PM ET",2.217,"Hou"
"SP","Josh Johnson",4000,"SD@Phi 07:05PM ET",0,"SD"
"RP","Matt Belisle",4000,"Atl@Was 07:05PM ET",0.600,"Was"
"RP","Jason Motte",4000,"SF@Col 08:40PM ET",0,"Col"
"RP","Jim Henderson",4000,"Mia@NYM 07:10PM ET",6.917,"NYM"
"RP","Matt Thornton",4000,"SD@Phi 07:05PM ET",0,"SD"
"SP","Chad Billingsley",4000,"SD@Phi 07:05PM ET",0,"Phi"
"RP","Darin Downs",4000,"KC@Hou 08:10PM ET",0,"Hou"
"RP","Eric O'Flaherty",4000,"Atl@Was 07:05PM ET",-0.200,"Atl"
"SP","Felipe Paulino",4000,"Bal@Bos 07:10PM ET",0,"Bos"
"RP","Boone Logan",4000,"SF@Col 08:40PM ET",1.975,"Col"
"RP","Jake McGee",4000,"SF@Col 08:40PM ET",0.650,"Col"
"RP","Ryan Webb",4000,"Cle@TB 07:10PM ET",2.025,"TB"
"RP","Javy Guerra",4000,"LAA@Oak 10:05PM ET",0,"LAA"
"3B","Pablo Sandoval",4000,"Bal@Bos 07:10PM ET",0.667,"Bos"
"RP","Jonny Venters",4000,"Atl@Was 07:05PM ET",0,"Atl"
"1B","Kendrys Morales",4000,"KC@Hou 08:10PM ET",7.333,"KC"
"1B","Ryan Zimmerman",4000,"Atl@Was 07:05PM ET",10.500,"Was"
"SS","Troy Tulowitzki",4000,"NYY@Tor 07:07PM ET",4.286,"Tor"
"RP","Josh Outman",4000,"Atl@Was 07:05PM ET",0,"Atl"
"RP","Sergio Romo",4000,"SF@Col 08:40PM ET",1.575,"SF"
"RP","James Russell",4000,"SD@Phi 07:05PM ET",-3.450,"Phi"
"SP","Tim Lincecum",4000,"SF@Col 08:40PM ET",0,"SF"
"RP","Bryan Morris",4000,"Mia@NYM 07:10PM ET",1.550,"Mia"
"RP","Joba Chamberlain",4000,"Cle@TB 07:10PM ET",2.950,"Cle"
"RP","Joe Smith",4000,"LAA@Oak 10:05PM ET",1.775,"LAA"
"RP","Nate Adcock",4000,"Bal@Bos 07:10PM ET",0,"Bal"
"RP","George Kontos",4000,"SF@Col 08:40PM ET",1.438,"SF"
"RP","Preston Claiborne",4000,"Mia@NYM 07:10PM ET",0,"Mia"
"RP","Jeanmar Gómez",4000,"SD@Phi 07:05PM ET",3.383,"Phi"
"RP","Marc Rzepczynski",4000,"LAA@Oak 10:05PM ET",1.150,"Oak"
"OF","Ben Revere",4000,"Atl@Was 07:05PM ET",0.000,"Was"
"RP","Greg Holland",4000,"KC@Hou 08:10PM ET",0,"KC"
"RP","Ryan Brasier",4000,"LAA@Oak 10:05PM ET",0,"Oak"
"RP","Cory Gearrin",4000,"SF@Col 08:40PM ET",2.517,"SF"
"RP","Hunter Strickland",4000,"SF@Col 08:40PM ET",4.983,"SF"
"SP","Nick Tepesch",4000,"Tex@Sea 10:10PM ET",0,"Tex"
"RP","Tim Collins",4000,"KC@Hou 08:10PM ET",0,"KC"
"RP","Brian Matusz",4000,"Bal@Bos 07:10PM ET",0,"Bal"
"RP","Tanner Scheppers",4000,"Tex@Sea 10:10PM ET",0,"Tex"
"RP","Justin Miller",4000,"SF@Col 08:40PM ET",1.900,"Col"
"RP","Ryan Cook",4000,"Tex@Sea 10:10PM ET",0,"Sea"
"RP","Michael Kohn",4000,"Atl@Was 07:05PM ET",0,"Atl"
"RP","Jeff Beliveau",4000,"Bal@Bos 07:10PM ET",0,"Bal"
"RP","Jason Gurka",4000,"SF@Col 08:40PM ET",-1.767,"Col"
"RP","Jenrry Mejía",4000,"Mia@NYM 07:10PM ET",0,"NYM"
"RP","Matt Purke",4000,"Atl@Was 07:05PM ET",0,"Was"
"RP","Brian Moran",4000,"Tex@Sea 10:10PM ET",0,"Sea"
"SP","Miles Mikolas",4000,"Tex@Sea 10:10PM ET",0,"Tex"
"RP","Aaron Loup",4000,"NYY@Tor 07:07PM ET",0,"Tor"
"RP","Diego Moreno",4000,"NYY@Tor 07:07PM ET",0,"NYY"
"RP","Paco Rodríguez",4000,"Atl@Was 07:05PM ET",0,"Atl"
"RP","Kirby Yates",4000,"NYY@Tor 07:07PM ET",2.975,"NYY"
"RP","Jairo Díaz",4000,"SF@Col 08:40PM ET",0,"Col"
"1B/3B","Matt Duffy",4000,"KC@Hou 08:10PM ET",0.000,"Hou"
"SS","Marcus Semien",4000,"LAA@Oak 10:05PM ET",4.500,"Oak"
"RP","Josh Osich",4000,"SF@Col 08:40PM ET",3.070,"SF"
"SP","Domingo Germán",4000,"NYY@Tor 07:07PM ET",0,"NYY"
"RP","Andrew McKirahan",4000,"Atl@Was 07:05PM ET",0,"Atl"
"RP","R.J. Álvarez",4000,"LAA@Oak 10:05PM ET",0,"Oak"
"RP","Luis Perdomo",4000,"SD@Phi 07:05PM ET",-1.950,"SD"
"RP","Noé Ramírez",4000,"Bal@Bos 07:10PM ET",3.433,"Bos"
"RP","Daniel Stumpf",4000,"SD@Phi 07:05PM ET",-2.100,"Phi"
"RP","Miguel Castro",4000,"SF@Col 08:40PM ET",5.300,"Col"
"OF","Carlos Beltrán",3900,"NYY@Tor 07:07PM ET",9.400,"NYY"
"3B","David Wright",3900,"Mia@NYM 07:10PM ET",10.000,"NYM"
"OF","Curtis Granderson",3900,"Mia@NYM 07:10PM ET",2.167,"NYM"
"1B","Carlos Santana",3900,"Cle@TB 07:10PM ET",9.750,"Cle"
"OF","Jarrod Dyson",3900,"KC@Hou 08:10PM ET",0,"KC"
"OF","Gerardo Parra",3900,"SF@Col 08:40PM ET",5.400,"Col"
"3B","Mike Moustakas",3900,"KC@Hou 08:10PM ET",7.833,"KC"
"1B","Freddie Freeman",3900,"Atl@Was 07:05PM ET",5.833,"Atl"
"2B","Jason Kipnis",3900,"Cle@TB 07:10PM ET",6.500,"Cle"
"OF","Christian Yelich",3900,"Mia@NYM 07:10PM ET",11.400,"Mia"
"1B","A.J. Reed",3900,"KC@Hou 08:10PM ET",0,"Hou"
"OF","Gregor Blanco",3700,"SF@Col 08:40PM ET",1.667,"SF"
"C","Brian McCann",3700,"NYY@Tor 07:07PM ET",14.500,"NYY"
"SS","Ian Desmond",3700,"Tex@Sea 10:10PM ET",4.125,"Tex"
"OF","Alex Gordon",3700,"KC@Hou 08:10PM ET",4.500,"KC"
"OF","Josh Reddick",3700,"LAA@Oak 10:05PM ET",7.125,"Oak"
"1B","Lucas Duda",3700,"Mia@NYM 07:10PM ET",5.167,"NYM"
"OF","Aaron Hicks",3700,"NYY@Tor 07:07PM ET",1.400,"NYY"
"2B","DJ LeMahieu",3700,"SF@Col 08:40PM ET",12.500,"Col"
"1B","Travis Shaw",3700,"Bal@Bos 07:10PM ET",6.667,"Bos"
"SS","Francisco Lindor",3700,"Cle@TB 07:10PM ET",6.750,"Cle"
"2B","Rougned Odor",3700,"Tex@Sea 10:10PM ET",6.875,"Tex"
"OF","Marlon Byrd",3600,"Cle@TB 07:10PM ET",4.000,"Cle"
"SS","Alcides Escobar",3600,"KC@Hou 08:10PM ET",6.333,"KC"
"1B/3B","Mark Reynolds",3600,"SF@Col 08:40PM ET",3.000,"Col"
"1B/OF","Mark Trumbo",3600,"Bal@Bos 07:10PM ET",9.333,"Bal"
"1B/3B","Luis Valbuena",3600,"KC@Hou 08:10PM ET",5.143,"Hou"
"3B","Chase Headley",3600,"NYY@Tor 07:07PM ET",4.000,"NYY"
"OF","Nori Aoki",3600,"Tex@Sea 10:10PM ET",3.857,"Sea"
"C","Salvador Pérez",3600,"KC@Hou 08:10PM ET",6.000,"KC"
